0	-0.138916	-1.80219
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	0
0	-1.9411	-4.58398
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	0
0	-6.52509	-8.55029
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0
0	-15.0754	0.542297
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	0
0	-14.5331	-0.323303
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	0
0	-14.8564	-4.87683
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	0
0	-19.7332	-4.30774
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	0
0	-24.041	-4.6424
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	0
0	-28.6833	-5.52454
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	0
0	-34.2079	-4.13586
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	0
0	-38.3438	-4.73773
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	0
0	-43.0815	-5.03448
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	0
0	-48.116	-3.05286
0	-51.1688	0
0	-51.1688	0
0	-51.1688	0
0	-51.1688	0
0	-51.1688	0
0	-51.1688	0
0	-51.1688	0
0	-51.1688	0
0	-51.1688	0
0	-51.1688	0
